CABra ID  	 33
ANA ID    	 16700000
Longitude 	 -55.958   	 dd
Latitude  	 2.226     	 dd
Area      	 818.09    	 km²
Elevation 	 434.17    	 m
Quality   	 0 = missing	 1 = raw   	 2 = consistent
 
 Year	 Month	   Day	 Streamflow	    Quality
     	      	      	    (m³s¯¹)	           
 1982	     2	    21	     13.044	          2
 1982	     2	    22	     25.252	          2
 1982	     2	    23	     30.546	          2
 1982	     2	    24	     32.970	          2
 1982	     2	    25	     30.546	          2
 1982	     2	    26	     18.006	          2
 1982	     2	    27	      9.813	          2
 1982	     2	    28	      7.724	          2
 1982	     3	     1	      8.158	          2
 1982	     3	     2	      9.813	          2
 1982	     3	     3	     11.882	          2
 1982	     3	     4	     11.882	          2
 1982	     3	     5	      9.967	          2
 1982	     3	     6	      8.013	          2
 1982	     3	     7	     10.279	          2
 1982	     3	     8	     18.941	          2
 1982	     3	     9	     22.822	          2
 1982	     3	    10	     24.028	          2
 1982	     3	    11	     17.636	          2
 1982	     3	    12	      9.813	          2
 1982	     3	    13	      9.200	          2
 1982	     3	    14	     12.709	          2
 1982	     3	    15	     14.412	          2
 1982	     3	    16	     20.274	          2
 1982	     3	    17	     40.565	          2
 1982	     3	    18	     39.619	          2
 1982	     3	    19	     35.676	          2
 1982	     3	    20	     16.540	          2
 1982	     3	    21	     19.891	          2
 1982	     3	    22	     19.130	          2
 1982	     3	    23	     19.509	          2
 1982	     3	    24	     19.130	          2
 1982	     3	    25	     16.903	          2
 1982	     3	    26	     15.642	          2
 1982	     3	    27	     14.412	          2
 1982	     3	    28	     11.394	          2
 1982	     3	    29	      9.505	          2
 1982	     3	    30	     10.279	          2
 1982	     3	    31	     11.882	          2
 1982	     4	     1	     16.359	          2
 1982	     4	     2	     18.941	          2
 1982	     4	     3	     22.028	          2
 1982	     4	     4	     24.230	          2
 1982	     4	     5	     28.605	          2
 1982	     4	     6	     34.315	          2
 1982	     4	     7	     37.516	          2
 1982	     4	     8	     35.905	          2
 1982	     4	     9	     32.303	          2
